,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
514,9999227,HY133147,01/29/2015 04:10:00 PM,012XX S AVERS AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,True,False,1011,10,24,29,18,1150906.0,1894159.0,2015,02/10/2018 03:50:01 PM,41.865464029,-87.721493726,"(41.865464029, -87.721493726)"
515,9999229,HY189114,03/18/2015 10:15:00 AM,078XX S RACINE AVE,0820,THEFT,$500 AND UNDER,CTA BUS,False,False,612,6,17,71,06,1169688.0,1852587.0,2015,02/10/2018 03:50:01 PM,41.750998008,-87.653751085,"(41.750998008, -87.653751085)"
516,9999231,HY189162,02/11/2015 09:00:00 AM,069XX S BELL AVE,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,False,False,832,8,17,66,11,1162595.0,1858652.0,2015,02/10/2018 03:50:01 PM,41.767792044000004,-87.67957452700001,"(41.767792044, -87.679574527)"
517,9999232,HY189136,03/18/2015 10:00:00 AM,021XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,True,True,1234,12,25,31,08B,1166050.0,1889665.0,2015,02/10/2018 03:50:01 PM,41.85282246,-87.666027684,"(41.85282246, -87.666027684)"
518,9999234,HY187968,03/17/2015 11:10:00 AM,034XX N WESTERN AVE,0850,THEFT,ATTEMPT THEFT,OTHER,False,False,1921,19,32,5,06,1159767.0,1922796.0,2015,02/10/2018 03:50:01 PM,41.943868343000005,-87.68817386200001,"(41.943868343, -87.688173862)"
519,9999236,HY189200,03/17/2015 11:00:00 PM,038XX W WILSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1723,17,39,14,14,1149794.0,1930290.0,2015,02/10/2018 03:50:01 PM,41.964632569,-87.72463458,"(41.964632569, -87.72463458)"
520,9999239,HY189205,03/18/2015 09:00:00 AM,066XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,312,3,20,69,14,1180061.0,1861107.0,2015,02/10/2018 03:50:01 PM,41.774146678,-87.615478975,"(41.774146678, -87.615478975)"
521,9999240,HY189141,03/17/2015 07:00:00 PM,081XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,False,False,614,6,21,71,14,1167419.0,1850802.0,2015,02/10/2018 03:50:01 PM,41.746148597,-87.662116856,"(41.746148597, -87.662116856)"
522,9999243,HY189196,03/14/2015 04:00:00 PM,001XX E WACKER DR,0870,THEFT,POCKET-PICKING,SIDEWALK,False,False,114,1,42,32,06,1177454.0,1902645.0,2015,02/10/2018 03:50:01 PM,41.888189539,-87.623777956,"(41.888189539, -87.623777956)"
523,9999245,HY189104,03/17/2015 05:00:00 PM,008XX W 86TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,613,6,21,71,14,1172004.0,1847818.0,2015,02/10/2018 03:50:01 PM,41.737860728,-87.64540384200001,"(41.737860728, -87.645403842)"
524,9999246,HY189202,03/18/2015 11:35:00 AM,053XX W CHICAGO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,True,False,1524,15,37,25,18,1140422.0,1904813.0,2015,02/10/2018 03:50:01 PM,41.894898559,-87.759720016,"(41.894898559, -87.759720016)"
525,9999247,HY189035,03/03/2015 04:00:00 PM,063XX S HALSTED ST,0810,THEFT,OVER $500,RESTAURANT,False,False,723,7,20,68,06,1172056.0,1862850.0,2015,02/10/2018 03:50:01 PM,41.779109284,-87.644772518,"(41.779109284, -87.644772518)"
526,9999249,HY189212,03/18/2015 11:18:00 AM,077XX S ESSEX AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,421,4,7,43,18,1194205.0,1854061.0,2015,02/10/2018 03:50:01 PM,41.754476264000004,-87.56386167299999,"(41.754476264, -87.563861673)"
527,9999252,HY130753,01/27/2015 03:01:19 PM,020XX W 70TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,True,False,735,7,17,67,18,1163891.0,1858231.0,2015,02/10/2018 03:50:01 PM,41.766609631,-87.674835899,"(41.766609631, -87.674835899)"
528,9999254,HY182146,03/12/2015 08:45:00 PM,004XX W OHARE ST,0820,THEFT,$500 AND UNDER,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,False,False,1654,16,41,76,06,1100995.0,1934684.0,2015,02/10/2018 03:50:01 PM,41.977501441,-87.903979727,"(41.977501441, -87.903979727)"
529,9999256,HY189155,03/18/2015 10:45:00 AM,020XX N ORCHARD ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",True,False,1812,18,43,7,08B,1171278.0,1913694.0,2015,08/17/2015 03:03:40 PM,41.918646521999996,-87.64613311,"(41.918646522, -87.64613311)"
530,9999258,HY131054,01/27/2015 05:41:52 PM,076XX S MERRILL AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,True,False,414,4,8,43,18,1191864.0,1854642.0,2015,02/10/2018 03:50:01 PM,41.756127711,-87.572421724,"(41.756127711, -87.572421724)"
531,9999260,HY189220,03/18/2015 11:27:00 AM,001XX E DELAWARE PL,0850,THEFT,ATTEMPT THEFT,HOTEL/MOTEL,False,False,1833,18,42,8,06,1176998.0,1906651.0,2015,08/17/2015 03:03:40 PM,41.899192536,-87.62533113,"(41.899192536, -87.62533113)"
532,9999261,HY185611,03/15/2015 03:30:00 PM,071XX S CARPENTER ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,733,7,17,68,08A,1170549.0,1857470.0,2015,02/10/2018 03:50:01 PM,41.764378885999996,-87.65045392,"(41.764378886, -87.65045392)"
533,9999262,HY189235,03/18/2015 11:40:00 AM,054XX S BISHOP ST,5110,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,STREET,True,False,934,9,16,61,26,1167589.0,1868769.0,2015,02/10/2018 03:50:01 PM,41.795448721999996,-87.660979271,"(41.795448722, -87.660979271)"
534,9999263,HY189224,03/18/2015 11:48:00 AM,042XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1115,11,28,26,18,1148200.0,1899677.0,2015,02/10/2018 03:50:01 PM,41.880658561,-87.731285574,"(41.880658561, -87.731285574)"
535,9999264,HY188965,03/18/2015 08:20:00 AM,051XX S CARPENTER ST,0890,THEFT,FROM BUILDING,ABANDONED BUILDING,False,False,934,9,16,61,06,1170184.0,1870793.0,2015,02/10/2018 03:50:01 PM,41.800946712,-87.651404464,"(41.800946712, -87.651404464)"
536,9999267,HY189124,03/18/2015 10:30:00 AM,024XX N CLYBOURN AVE,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,APARTMENT,False,False,1931,19,32,7,24,1164656.0,1916289.0,2015,02/10/2018 03:50:01 PM,41.925910393,-87.67038913,"(41.925910393, -87.67038913)"
537,9999268,HY189244,03/18/2015 10:00:00 AM,076XX S PHILLIPS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,421,4,7,43,26,1193857.0,1854813.0,2015,02/10/2018 03:50:01 PM,41.756548345,-87.56511235200001,"(41.756548345, -87.565112352)"
538,9999269,HY189236,03/18/2015 10:50:00 AM,005XX N CENTRAL PARK AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1122,11,27,23,06,1152280.0,1903233.0,2015,02/10/2018 03:50:01 PM,41.890337077,-87.71621016,"(41.890337077, -87.71621016)"
539,9999270,HY189246,03/16/2015 08:00:00 PM,060XX N FAIRFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,False,False,2413,24,50,2,06,1156908.0,1940059.0,2015,02/10/2018 03:50:01 PM,41.991297533,-87.698211892,"(41.991297533, -87.698211892)"
540,9999271,HY189131,03/18/2015 10:36:00 AM,028XX W CERMAK RD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,False,1033,10,12,30,04B,1157790.0,1889263.0,2015,02/10/2018 03:50:01 PM,41.851891472,-87.696355505,"(41.851891472, -87.696355505)"
541,9999272,HY189206,03/17/2015 03:50:00 PM,004XX S MICHIGAN AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,False,False,114,1,2,32,10,1177352.0,1898418.0,2015,02/10/2018 03:50:01 PM,41.876592736,-87.62428078299999,"(41.876592736, -87.624280783)"
542,9999274,HY162302,02/24/2015 01:35:00 PM,100XX W OHARE ST,2091,NARCOTICS,FORFEIT PROPERTY,AIRPORT/AIRCRAFT,True,False,1651,16,41,76,18,1100658.0,1934241.0,2015,02/10/2018 03:50:01 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
543,9999275,HY188973,03/18/2015 08:00:00 AM,030XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,NURSING HOME/RETIREMENT HOME,False,False,1033,10,12,30,08B,1155512.0,1884264.0,2015,02/10/2018 03:50:01 PM,41.838219695999996,-87.704850674,"(41.838219696, -87.704850674)"
544,9999278,HY189238,03/17/2015 09:45:00 PM,016XX N NORTH PARK AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1814,18,43,7,06,1173869.0,1911244.0,2015,02/10/2018 03:50:01 PM,41.911866243,-87.63668674600001,"(41.911866243, -87.636686746)"
545,9999279,HY189253,03/17/2015 05:00:00 PM,028XX W CONGRESS PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1135,11,2,27,14,1157474.0,1897643.0,2015,02/10/2018 03:50:01 PM,41.874893494,-87.697287444,"(41.874893494, -87.697287444)"
546,9999280,HY189250,03/13/2015 07:00:00 PM,052XX S TRUMBULL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,822,8,14,63,07,1154261.0,1869763.0,2015,02/10/2018 03:50:01 PM,41.798452057,-87.70982734,"(41.798452057, -87.70982734)"
547,9999281,HY189126,03/18/2015 10:38:00 AM,110XX S MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,True,False,513,5,9,49,06,1178803.0,1831679.0,2015,02/10/2018 03:50:01 PM,41.693421344,-87.620983384,"(41.693421344, -87.620983384)"
548,9999282,HY170143,03/03/2015 06:00:00 AM,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING/PROPERTY,True,False,1654,16,41,76,18,1100088.0,1926079.0,2015,02/10/2018 03:50:01 PM,41.953900467,-87.90747260100001,"(41.953900467, -87.907472601)"
549,9999288,HY135680,01/31/2015 06:10:00 PM,034XX W JACKSON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1123,11,28,27,18,1153378.0,1898475.0,2015,02/10/2018 03:50:01 PM,41.877258897,-87.71230421899999,"(41.877258897, -87.712304219)"
550,9999289,HY189181,03/16/2015 12:30:00 PM,024XX W FULLERTON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,1431,14,1,22,03,1159880.0,1915884.0,2015,02/10/2018 03:50:01 PM,41.924899029,-87.68794977399999,"(41.924899029, -87.687949774)"
551,9999290,HY189208,03/18/2015 11:00:00 AM,007XX E 92ND PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,633,6,9,44,18,1182684.0,1843799.0,2015,02/10/2018 03:50:01 PM,41.726591198,-87.606399702,"(41.726591198, -87.606399702)"
552,9999291,HY189256,03/18/2015 12:19:00 PM,084XX S MARQUETTE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,423,4,7,46,26,1195628.0,1849625.0,2015,02/10/2018 03:50:01 PM,41.742268492,-87.558793263,"(41.742268492, -87.558793263)"
553,9999292,HY189274,03/18/2015 12:25:00 PM,047XX N MARINE DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,True,False,1914,19,46,3,18,1170303.0,1931522.0,2015,02/10/2018 03:50:01 PM,41.967588645,-87.649192535,"(41.967588645, -87.649192535)"
554,9999293,HY189264,03/18/2015 11:30:00 AM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1913,19,46,3,06,1168469.0,1929861.0,2015,02/10/2018 03:50:01 PM,41.963070794000004,-87.655984213,"(41.963070794, -87.655984213)"
555,9999294,HY189261,01/06/2014 08:00:00 AM,048XX N SHERIDAN RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2024,20,46,3,11,1168756.0,1932511.0,2014,02/10/2018 03:50:01 PM,41.970336247,-87.654851868,"(41.970336247, -87.654851868)"
556,9999295,HY189214,03/18/2015 11:40:00 AM,011XX W ADDISON ST,0560,ASSAULT,SIMPLE,RESTAURANT,False,False,1924,19,44,6,08A,1168050.0,1924063.0,2015,02/10/2018 03:50:01 PM,41.947169937,-87.65769278100001,"(41.947169937, -87.657692781)"
557,9999298,HY135346,01/31/2015 02:00:00 PM,037XX W LEXINGTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),OTHER,True,False,1133,11,24,27,18,1151672.0,1896448.0,2015,02/10/2018 03:50:01 PM,41.871730288,-87.71862151299999,"(41.871730288, -87.718621513)"
558,9999300,HY189164,03/18/2015 10:30:00 AM,014XX W DIVERSEY PKWY,0560,ASSAULT,SIMPLE,HOTEL/MOTEL,False,False,1932,19,32,7,08A,1166365.0,1918694.0,2015,02/10/2018 03:50:01 PM,41.932473416,-87.66404043700001,"(41.932473416, -87.664040437)"
559,9999301,HY189227,03/18/2015 11:13:00 AM,007XX E 92ND PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,633,6,9,44,18,1182880.0,1843805.0,2015,02/10/2018 03:50:01 PM,41.726603119,-87.605681555,"(41.726603119, -87.605681555)"
560,9999302,HY189176,03/18/2015 09:35:00 AM,003XX S ALBANY AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,False,False,1124,11,28,27,24,1155765.0,1898301.0,2015,02/10/2018 03:50:01 PM,41.876733694,-87.703544476,"(41.876733694, -87.703544476)"
561,9999303,HY189118,03/18/2015 10:20:00 AM,027XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1935,19,43,7,08B,1171726.0,1918369.0,2015,02/10/2018 03:50:01 PM,41.931465071999995,-87.644349119,"(41.931465072, -87.644349119)"
562,9999304,HY189269,03/18/2015 12:25:00 PM,013XX W MONTROSE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1913,19,46,3,18,1166592.0,1929337.0,2015,02/10/2018 03:50:01 PM,41.961673427,-87.662900311,"(41.961673427, -87.662900311)"
563,9999306,HY189060,03/17/2015 09:30:00 AM,028XX N SEMINARY AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1933,19,44,6,06,1168459.0,1919218.0,2015,02/10/2018 03:50:01 PM,41.933866183,-87.656330064,"(41.933866183, -87.656330064)"
564,9999309,HY189088,03/18/2015 08:45:00 AM,013XX S SACRAMENTO DR,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,1022,10,24,29,08B,1156172.0,1893743.0,2015,02/10/2018 03:50:01 PM,41.864217865,-87.702173146,"(41.864217865, -87.702173146)"
565,9999310,HY182745,03/03/2015 07:45:00 AM,005XX W OHARE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,AIRPORT VENDING ESTABLISHMENT,False,False,1654,16,41,76,26,1106851.0,1936729.0,2015,02/10/2018 03:50:01 PM,41.983030629,-87.882404127,"(41.983030629, -87.882404127)"
566,9999313,HY183785,03/14/2015 06:05:00 AM,0000X W CHECKPOINT 7 ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,1653,16,41,76,26,1101708.0,1934306.0,2015,02/10/2018 03:50:01 PM,41.976454319,-87.901364605,"(41.976454319, -87.901364605)"
567,9999314,HY189064,03/18/2015 10:00:00 AM,039XX W OGDEN AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1014,10,24,29,06,1150583.0,1889194.0,2015,02/10/2018 03:50:01 PM,41.851845784,-87.72280908799999,"(41.851845784, -87.722809088)"
568,9999315,HY162917,02/24/2015 05:41:00 PM,043XX S CALIFORNIA AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,True,False,922,9,12,58,18,1158424.0,1875716.0,2015,02/10/2018 03:50:01 PM,41.814703988000005,-87.69439837600001,"(41.814703988, -87.694398376)"
569,9999317,HY189201,03/18/2015 08:30:00 AM,039XX S PRINCETON AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,925,9,3,37,06,1175079.0,1878773.0,2015,02/10/2018 03:50:01 PM,41.822736608,-87.633214487,"(41.822736608, -87.633214487)"
570,9999318,HY189179,03/18/2015 10:45:00 AM,033XX W LEXINGTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1134,11,24,27,18,1154320.0,1896507.0,2015,02/10/2018 03:50:01 PM,41.871839742,-87.708898011,"(41.871839742, -87.708898011)"
571,9999321,HY187172,03/16/2015 12:00:00 PM,003XX W 60TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,711,7,20,68,08B,1174838.0,1865160.0,2015,02/10/2018 03:50:01 PM,41.785386593,-87.634504658,"(41.785386593, -87.634504658)"
572,9999322,HY189293,03/16/2015 12:00:00 PM,045XX S LOWE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,925,9,11,61,06,1172722.0,1874841.0,2015,02/10/2018 03:50:01 PM,41.811999203,-87.641977364,"(41.811999203, -87.641977364)"
573,9999323,HY189249,03/18/2015 12:01:00 PM,063XX S ROCKWELL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,825,8,15,66,11,1160127.0,1862593.0,2015,02/10/2018 03:50:01 PM,41.778657832,-87.68851260299999,"(41.778657832, -87.688512603)"
574,9999325,HY187901,03/17/2015 11:15:00 AM,058XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,False,True,711,7,20,68,08B,1172629.0,1866279.0,2015,02/10/2018 03:50:01 PM,41.788506235,-87.64257086100001,"(41.788506235, -87.642570861)"
575,9999326,HY184309,03/14/2015 02:40:00 PM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,True,False,1652,16,41,76,06,1100726.0,1934289.0,2015,02/10/2018 03:50:01 PM,41.976421200000004,-87.904976266,"(41.9764212, -87.904976266)"
576,9999328,HY189289,03/17/2015 09:00:00 PM,014XX N ARTESIAN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1423,14,1,24,06,1159812.0,1909530.0,2015,02/10/2018 03:50:01 PM,41.907464585999996,-87.688375215,"(41.907464586, -87.688375215)"
577,9999329,HY189276,03/17/2015 01:00:00 PM,058XX S MARYLAND AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,235,2,5,41,08B,1182886.0,1866448.0,2015,02/10/2018 03:50:01 PM,41.788737693,-87.60495731700001,"(41.788737693, -87.604957317)"
578,9999330,HY189258,03/18/2015 12:20:00 PM,057XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,713,7,16,67,08B,1168307.0,1866728.0,2015,02/10/2018 03:50:01 PM,41.789832539,-87.658405104,"(41.789832539, -87.658405104)"
579,9999332,HY186211,03/16/2015 01:00:00 AM,058XX S MORGAN ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,False,False,712,7,16,68,03,1170646.0,1865966.0,2015,02/10/2018 03:50:01 PM,41.787690817,-87.649850899,"(41.787690817, -87.649850899)"
580,9999333,HY189129,03/18/2015 09:45:00 AM,031XX W GRAND AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,1211,12,26,23,08B,1155402.0,1905875.0,2015,02/10/2018 03:50:01 PM,41.897524786,-87.704673571,"(41.897524786, -87.704673571)"
581,9999334,HY189287,02/25/2015 07:00:00 AM,019XX W 33RD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,True,912,9,11,59,11,1163830.0,1882804.0,2015,02/10/2018 03:50:01 PM,41.834042232,-87.67436899100001,"(41.834042232, -87.674368991)"
582,9999335,HY185802,03/15/2015 06:30:00 PM,061XX S HALSTED ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,True,712,7,16,68,08A,1172017.0,1864326.0,2015,02/10/2018 03:50:01 PM,41.783160454000004,-87.644872172,"(41.783160454, -87.644872172)"
583,9999336,HY189234,03/18/2015 11:45:00 AM,055XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,715,7,15,67,14,1165958.0,1867822.0,2015,02/10/2018 03:50:01 PM,41.792884889,-87.666987118,"(41.792884889, -87.666987118)"
584,9999337,HY189093,03/18/2015 09:56:00 AM,070XX S LOOMIS BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,734,7,17,67,18,1168212.0,1858168.0,2015,02/10/2018 03:50:01 PM,41.766344882,-87.65899956700001,"(41.766344882, -87.658999567)"
585,9999338,HY189262,03/18/2015 11:38:00 AM,024XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1222,12,2,28,18,1160159.0,1899944.0,2015,02/10/2018 03:50:01 PM,41.881152628,-87.687365645,"(41.881152628, -87.687365645)"
586,9999340,HY189237,03/18/2015 12:10:00 PM,043XX W ADAMS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1115,11,28,26,18,1147490.0,1898659.0,2015,02/10/2018 03:50:01 PM,41.877878689,-87.733918764,"(41.877878689, -87.733918764)"
587,9999341,HY189216,03/02/2015 09:00:00 AM,035XX S MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,False,False,212,2,3,35,05,1177775.0,1881580.0,2015,02/10/2018 03:50:01 PM,41.830378532,-87.62323894,"(41.830378532, -87.62323894)"
588,9999343,HY189166,03/18/2015 10:40:00 AM,061XX N SEELEY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,True,True,2413,24,40,2,08A,1161552.0,1940618.0,2015,02/10/2018 03:50:01 PM,41.992735668,-87.681114361,"(41.992735668, -87.681114361)"
589,9999344,HY189143,03/18/2015 10:20:00 AM,035XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,212,2,4,36,14,1181307.0,1881665.0,2015,02/10/2018 03:50:01 PM,41.830530933,-87.610277459,"(41.830530933, -87.610277459)"
590,9999345,HY134711,01/30/2015 08:38:00 PM,019XX W 64TH ST,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,True,False,726,7,15,67,18,1164678.0,1862224.0,2015,02/10/2018 03:50:01 PM,41.77755039,-87.67183866200001,"(41.77755039, -87.671838662)"
591,9999346,HY189203,03/18/2015 11:00:00 AM,053XX S SHORE DR,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,234,2,5,41,05,1189030.0,1870247.0,2015,02/10/2018 03:50:01 PM,41.799017376,-87.58230810200001,"(41.799017376, -87.582308102)"
592,9999347,HY189147,03/18/2015 10:35:00 AM,048XX W WASHINGTON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1533,15,28,25,18,1144103.0,1900066.0,2015,02/10/2018 03:50:01 PM,41.881803906,-87.7463198,"(41.881803906, -87.7463198)"
593,9999348,HY189225,03/18/2015 11:40:00 AM,021XX E 87TH ST,0810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",False,False,412,4,8,45,06,1191768.0,1847705.0,2015,02/10/2018 03:50:01 PM,41.737094305,-87.57299817799999,"(41.737094305, -87.572998178)"
594,9999354,HY189231,03/18/2015 10:51:00 AM,031XX S LITUANICA AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,True,False,913,9,11,60,26,1170822.0,1883896.0,2015,02/10/2018 03:50:01 PM,41.836888728000005,-87.64868181899999,"(41.836888728, -87.648681819)"
595,9999356,HY189290,03/18/2015 11:40:00 AM,008XX N MICHIGAN AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,1833,18,42,8,06,1177338.0,1906181.0,2015,02/10/2018 03:50:01 PM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
596,9999358,HY189291,03/18/2015 12:40:00 PM,056XX W WASHINGTON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,True,False,1513,15,29,25,18,1138453.0,1900176.0,2015,02/10/2018 03:50:01 PM,41.882209936,-87.767064116,"(41.882209936, -87.767064116)"
597,9999359,HY189296,02/07/2015 06:00:00 AM,017XX N KEDZIE AVE,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,False,False,1421,14,26,23,06,1154780.0,1911286.0,2015,02/10/2018 03:50:01 PM,41.912385538,-87.70681295899999,"(41.912385538, -87.706812959)"
598,9999362,HY189161,03/18/2015 10:38:00 AM,037XX W CHICAGO AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1112,11,27,23,18,1151351.0,1905082.0,2015,02/10/2018 03:50:01 PM,41.895429205,-87.71957333299999,"(41.895429205, -87.719573333)"
599,9999363,HY189204,03/18/2015 11:48:00 AM,043XX W ALTGELD ST,0460,BATTERY,SIMPLE,STREET,False,False,2524,25,31,20,08B,1147214.0,1916272.0,2015,02/10/2018 03:50:01 PM,41.926215899999995,-87.734480728,"(41.9262159, -87.734480728)"
600,9999364,HY189106,03/16/2015 07:00:00 AM,009XX W VAN BUREN ST,0810,THEFT,OVER $500,STREET,False,False,1232,12,2,28,06,1170067.0,1898367.0,2015,02/10/2018 03:50:01 PM,41.876614821,-87.65103024700001,"(41.876614821, -87.651030247)"
601,9999366,HY189284,03/17/2015 08:30:00 AM,100XX S BELL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,2213,22,19,72,05,1163147.0,1837950.0,2015,02/10/2018 03:50:01 PM,41.71097105,-87.678128915,"(41.71097105, -87.678128915)"
602,9999367,HY189311,03/17/2015 11:00:00 PM,012XX W 110TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,2234,22,34,75,14,1169923.0,1831834.0,2015,02/10/2018 03:50:01 PM,41.694043616,-87.65349050100001,"(41.694043616, -87.653490501)"
603,9999368,HY189326,03/18/2015 01:00:00 PM,0000X N LOREL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1522,15,28,25,18,1140714.0,1899861.0,2015,02/10/2018 03:50:01 PM,41.881304297,-87.758769343,"(41.881304297, -87.758769343)"
604,9999372,HY189301,03/18/2015 12:40:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SIDEWALK,False,False,111,1,42,32,06,1176352.0,1900927.0,2015,02/10/2018 03:50:01 PM,41.883500186999996,-87.627876698,"(41.883500187, -87.627876698)"
